SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
新營,臺南市,91,細懸浮微粒,普通,5.1,0.35,36,47.0,69,30,,,,1.9,40.0,2018-10-30 00:00,,0.4,32,112,4,120.31725,23.305633,
埔里,南投縣,84,細懸浮微粒,普通,5.2,0.45,25,50.0,48,29,20.0,22.0,2.4,0.7,316.0,2018-10-30 00:00,,0.6,29,54,3,120.967903,23.968842000000002,
馬祖,連江縣,100,臭氧八小時,普通,2.1,0.17,58,70.0,41,17,5.6,5.7,0.1,2.6,337.0,2018-10-30 00:00,,0.2,17,36,3,119.949875,26.160469,
金門,金門縣,74,臭氧八小時,普通,4.0,0.25,53,62.0,59,17,13.0,13.0,0.2,2.7,12.0,2018-10-30 00:00,,0.3,18,57,6,118.312256,24.432133,
馬公,澎湖縣,150,臭氧八小時,對敏感族群不健康,2.3,0.18,82,85.0,45,16,1.7,2.9,1.2,6.7,25.0,2018-10-30 00:00,,0.2,15,43,3,119.566158,23.569031,
崙背,雲林縣,81,細懸浮微粒,普通,2.5,0.19,48,51.0,35,25,7.8,9.5,1.8,1.3,15.0,2018-10-30 00:00,,0.3,28,93,3,120.34874199999999,23.757547,
基隆,基隆市,52,細懸浮微粒,普通,2.1,0.15,72,37.0,31,11,3.7,4.5,0.8,2.0,75.0,2018-10-30 03:00,,0.4,16,30,2,121.760056,25.129167000000002,
汐止,新北市,58,細懸浮微粒,普通,6.9,0.25,48,34.0,33,17,13.0,15.0,1.8,0.9,59.0,2018-10-30 03:00,,0.4,18,38,5,121.6423,25.067131,
萬里,新北市,140,臭氧八小時,對敏感族群不健康,3.0,0.21,79,82.0,58,17,3.0,3.7,0.7,8.3,51.0,2018-10-30 03:00,,0.2,15,75,3,121.689881,25.179667000000002,
新店,新北市,44,,良好,1.4,0.22,50,47.0,33,5,9.6,11.0,1.0,1.5,124.0,2018-10-30 03:00,,0.4,10,36,2,121.537778,24.977222,
土城,新北市,74,臭氧八小時,普通,1.3,0.2,64,62.0,34,16,5.9,6.2,0.2,1.0,123.0,2018-10-30 03:00,,0.3,16,36,2,121.45186100000001,24.982528,
基隆,基隆市,52,細懸浮微粒,普通,1.7,0.53,25,46.0,30,18,32.0,33.0,0.6,0.5,255.0,2018-10-30 00:00,,0.4,16,29,2,121.760056,25.129167000000002,
汐止,新北市,60,細懸浮微粒,普通,11.0,0.38,32,38.0,41,18,31.0,31.0,0.9,1.8,50.0,2018-10-30 00:00,,0.4,19,39,4,121.6423,25.067131,
萬里,新北市,143,臭氧八小時,對敏感族群不健康,2.3,0.18,82,83.0,86,15,1.2,1.9,0.7,4.1,49.0,2018-10-30 00:00,,0.2,15,85,3,121.689881,25.179667000000002,
新店,新北市,47,,良好,1.4,0.27,52,51.0,37,10,12.0,13.0,1.3,1.3,81.0,2018-10-30 00:00,,0.4,12,44,1,121.537778,24.977222,
土城,新北市,77,臭氧八小時,普通,2.0,0.32,59,63.0,35,19,14.0,15.0,1.2,1.3,353.0,2018-10-30 00:00,,0.3,14,38,2,121.45186100000001,24.982528,
板橋,新北市,58,細懸浮微粒,普通,2.7,0.34,62,51.0,47,17,14.0,15.0,1.1,2.0,54.0,2018-10-30 00:00,,0.5,18,44,3,121.45866699999999,25.012972,
新莊,新北市,54,臭氧八小時,普通,2.7,0.64,30,56.0,40,15,41.0,42.0,1.0,3.3,26.0,2018-10-30 00:00,,0.5,13,46,2,121.4325,25.037972,
菜寮,新北市,45,,良好,2.4,0.47,40,40.0,51,16,29.0,29.0,0.8,2.2,82.0,2018-10-30 00:00,,0.6,11,49,2,121.48102800000001,25.06895,
林口,新北市,77,臭氧八小時,普通,2.8,0.24,73,63.0,42,8,8.4,9.1,0.7,3.4,93.0,2018-10-30 00:00,,0.3,8,42,3,121.376869,25.077197,
淡水,新北市,71,臭氧八小時,普通,3.2,0.25,75,61.0,40,11,5.6,5.6,0.1,,,2018-10-30 00:00,,0.4,13,42,3,121.44923899999999,25.1645,
士林,臺北市,93,臭氧八小時,普通,2.8,0.27,69,68.0,44,ND,10.0,11.0,1.0,1.7,105.0,2018-10-30 00:00,,0.3,12,44,2,121.51538899999998,25.105417000000003,
中山,臺北市,57,細懸浮微粒,普通,4.0,0.64,27,30.0,41,18,41.0,43.0,2.6,1.8,124.0,2018-10-30 00:00,,0.7,18,49,3,121.526528,25.062361,
萬華,臺北市,49,,良好,2.6,0.5,41,38.0,49,14,33.0,35.0,2.0,1.5,83.0,2018-10-30 00:00,,0.6,15,47,2,121.507972,25.046503,
古亭,臺北市,71,臭氧八小時,普通,1.8,0.26,70,61.0,35,10,9.5,10.0,0.8,2.6,102.0,2018-10-30 00:00,,0.3,14,31,2,121.529556,25.020608,
松山,臺北市,48,,良好,7.7,0.68,25,41.0,51,16,42.0,44.0,1.4,1.7,63.0,2018-10-30 00:00,,0.5,15,43,4,121.57861100000001,25.05,
大同,臺北市,54,懸浮微粒,普通,4.0,0.89,-,,65,13,51.0,62.0,11.0,,,2018-10-30 00:00,,1.1,13,60,3,121.51331100000002,25.0632,
桃園,桃園市,52,細懸浮微粒,普通,2.8,0.4,56,55.0,39,24,15.0,16.0,0.4,2.7,54.0,2018-10-30 00:00,,0.5,16,43,4,121.31996399999998,24.994789,
大園,桃園市,90,臭氧八小時,普通,3.7,0.25,67,67.0,41,17,15.0,17.0,2.0,4.8,51.0,2018-10-30 00:00,,0.3,17,49,4,121.201811,25.060344,
觀音,桃園市,80,臭氧八小時,普通,7.8,0.36,61,64.0,60,24,17.0,18.0,0.2,6.2,81.0,2018-10-30 00:00,,0.3,23,57,5,121.082761,25.035503,
平鎮,桃園市,93,臭氧八小時,普通,2.5,0.24,73,68.0,53,13,9.8,11.0,1.2,5.8,82.0,2018-10-30 00:00,,0.3,12,52,3,121.20398600000001,24.952786,
龍潭,桃園市,100,臭氧八小時,普通,2.7,0.22,70,70.0,39,12,5.7,7.1,1.4,6.1,54.0,2018-10-30 00:00,,0.2,12,40,4,121.21635,24.863869,
湖口,新竹縣,97,臭氧八小時,普通,3.4,0.21,73,69.0,44,10,7.6,8.1,0.5,6.8,53.0,2018-10-30 00:00,,0.2,12,48,3,121.038653,24.900142000000002,
竹東,新竹縣,74,臭氧八小時,普通,0.2,0.18,58,62.0,34,7,5.5,7.6,2.2,2.3,155.0,2018-10-30 00:00,,0.2,13,40,0,121.088903,24.740644,
新竹,新竹市,77,臭氧八小時,普通,2.9,0.23,65,63.0,39,16,6.6,7.2,0.6,5.3,52.0,2018-10-30 00:00,,0.3,18,46,2,120.972075,24.805619,
頭份,苗栗縣,77,臭氧八小時,普通,1.1,0.23,54,63.0,31,10,14.0,15.0,1.4,1.4,138.0,2018-10-30 00:00,,0.2,14,42,2,120.898572,24.696969,
苗栗,苗栗縣,58,細懸浮微粒,普通,1.6,0.25,38,51.0,49,18,14.0,15.0,1.3,0.8,63.0,2018-10-30 00:00,,0.3,18,58,2,120.8202,24.565269,
三義,苗栗縣,64,臭氧八小時,普通,1.6,0.16,57,59.0,27,11,2.6,4.6,2.0,2.7,26.0,2018-10-30 00:00,,0.2,13,32,2,120.75883300000001,24.382942,
豐原,臺中市,41,,良好,,0.27,36,38.0,38,12,11.0,12.0,1.0,1.2,122.0,2018-10-30 00:00,,0.4,11,44,1,120.74171100000001,24.256586,
沙鹿,臺中市,58,臭氧八小時,普通,2.0,0.19,56,57.0,26,8,8.9,9.8,1.0,3.1,340.0,2018-10-30 00:00,,0.3,14,42,2,120.568794,24.225628,
大里,臺中市,53,細懸浮微粒,普通,3.4,0.64,7.6,29.0,63,19,31.0,33.0,1.8,1.4,207.0,2018-10-30 00:00,,0.7,16,56,2,120.67768899999999,24.099611,
忠明,臺中市,46,,良好,2.8,0.29,47,50.0,40,13,12.0,12.0,0.5,2.6,34.0,2018-10-30 00:00,,0.4,11,42,3,120.64109199999999,24.151958,
西屯,臺中市,61,臭氧八小時,普通,0.6,0.21,52,58.0,25,13,8.7,8.7,0.0,1.9,12.0,2018-10-30 00:00,,0.3,16,43,1,120.61691699999999,24.162197,
彰化,彰化縣,68,細懸浮微粒,普通,2.0,0.3,55,51.0,32,17,12.0,13.0,1.2,0.5,175.0,2018-10-30 00:00,,0.6,22,56,2,120.541519,24.066,
線西,彰化縣,61,臭氧八小時,普通,3.6,0.18,56,58.0,36,10,9.6,11.0,1.3,4.1,36.0,2018-10-30 00:00,,0.3,17,57,4,120.46906100000001,24.131672000000002,
二林,彰化縣,60,細懸浮微粒,普通,3.6,0.2,53,53.0,46,12,8.9,9.4,0.5,2.4,8.4,2018-10-30 00:00,,0.3,19,68,4,120.409653,23.925175,
南投,南投縣,63,細懸浮微粒,普通,3.8,0.47,12,27.0,51,,24.0,26.0,1.1,1.2,166.0,2018-10-30 00:00,,0.6,20,63,2,120.68530600000001,23.913,
斗六,雲林縣,103,細懸浮微粒,對敏感族群不健康,2.9,0.47,17,45.0,82,40,34.0,36.0,2.0,0.8,32.0,2018-10-30 00:00,,0.5,36,85,3,120.54499399999999,23.711853,
新港,嘉義縣,73,懸浮微粒,普通,3.0,0.28,39,50.0,56,30,11.0,12.0,0.5,2.0,19.0,2018-10-30 00:00,,0.3,22,87,4,120.34553100000001,23.554839,
朴子,嘉義縣,100,懸浮微粒,普通,2.3,0.31,38,58.0,67,12,12.0,12.0,0.6,2.3,26.0,2018-10-30 00:00,,0.3,21,125,3,120.24735,23.465308,
臺西,雲林縣,108,臭氧八小時,對敏感族群不健康,2.5,0.2,65,73.0,53,14,7.0,7.2,0.3,5.0,21.0,2018-10-30 00:00,,0.2,16,66,4,120.20284199999999,23.717533,
嘉義,嘉義市,85,細懸浮微粒,普通,6.2,0.61,17,42.0,85,37,35.0,36.0,1.3,2.1,10.0,2018-10-30 00:00,,0.6,30,98,5,120.44083300000001,23.462778,
善化,臺南市,104,細懸浮微粒,對敏感族群不健康,4.6,0.41,30,48.0,87,33,20.0,21.0,1.0,0.6,73.0,2018-10-30 00:00,,0.4,37,122,4,120.297142,23.115097,
安南,臺南市,100,懸浮微粒,普通,3.8,0.31,47,60.0,77,15,13.0,14.0,1.8,0.9,334.0,2018-10-30 00:00,,0.3,22,125,5,120.2175,23.048197000000002,
臺南,臺南市,92,懸浮微粒,普通,3.8,0.34,47,57.0,79,20,14.0,15.0,1.2,1.6,353.0,2018-10-30 00:00,,0.4,27,114,5,120.20261699999999,22.984581,
美濃,高雄市,85,細懸浮微粒,普通,2.0,0.36,40,60.0,69,27,8.1,9.2,1.1,1.1,71.0,2018-10-30 00:00,,0.4,29,95,2,120.530542,22.883582999999998,
橋頭,高雄市,121,細懸浮微粒,對敏感族群不健康,5.2,0.52,33,54.0,106,48,23.0,23.0,0.4,1.5,34.0,2018-10-30 00:00,,0.5,43,140,5,120.30568899999999,22.757506,
仁武,高雄市,112,懸浮微粒,對敏感族群不健康,6.1,0.49,34,52.0,125,32,23.0,24.0,1.1,1.5,339.0,2018-10-30 00:00,,0.5,30,155,6,120.332631,22.689056,
鳳山,高雄市,100,懸浮微粒,普通,6.4,0.56,30,58.0,103,38,31.0,31.0,0.6,0.8,7.6,2018-10-30 00:00,,0.6,29,125,5,120.35808300000001,22.627392,
大寮,高雄市,92,細懸浮微粒,普通,4.9,0.62,25,55.0,128,35,31.0,33.0,1.9,1.7,311.0,2018-10-30 00:00,,0.5,32,112,5,120.425081,22.565747,
林園,高雄市,105,細懸浮微粒,對敏感族群不健康,2.3,0.23,50,65.0,68,24,9.4,10.0,0.6,1.3,42.0,2018-10-30 00:00,,0.3,37,115,4,120.41175,22.4795,
楠梓,高雄市,124,懸浮微粒,對敏感族群不健康,4.6,0.48,31,49.0,147,36,23.0,25.0,2.0,1.7,340.0,2018-10-30 00:00,,0.5,44,185,4,120.32828899999998,22.733667,
左營,高雄市,109,懸浮微粒,對敏感族群不健康,4.8,0.56,30,56.0,116,33,26.0,27.0,1.1,1.1,306.0,2018-10-30 00:00,,0.5,28,147,4,120.29291699999999,22.674861,
前金,高雄市,109,懸浮微粒,對敏感族群不健康,6.3,0.51,26,56.0,181,35,29.0,30.0,0.8,1.6,323.0,2018-10-30 00:00,,0.5,31,148,5,120.288086,22.632567,
前鎮,高雄市,104,懸浮微粒,對敏感族群不健康,5.2,0.77,25,50.0,135,36,35.0,38.0,3.2,1.6,360.0,2018-10-30 00:00,,0.8,29,135,5,120.30756399999999,22.605386,
小港,高雄市,106,懸浮微粒,對敏感族群不健康,4.8,0.79,24,52.0,161,37,38.0,41.0,2.2,1.2,320.0,2018-10-30 00:00,,0.6,29,140,6,120.337736,22.565832999999998,
屏東,屏東縣,83,細懸浮微粒,普通,2.9,0.47,28,57.0,69,26,18.0,19.0,0.4,0.7,313.0,2018-10-30 00:00,,0.5,28,100,3,120.488033,22.673081,
潮州,屏東縣,68,細懸浮微粒,普通,1.5,0.2,48,56.0,52,20,6.5,6.8,0.3,0.9,310.0,2018-10-30 00:00,,0.2,22,58,2,120.561175,22.523107999999997,
恆春,屏東縣,101,臭氧八小時,對敏感族群不健康,2.8,0.15,70,71.0,38,14,2.5,3.0,0.5,12.0,25.0,2018-10-30 00:00,,0.1,11,42,3,120.788928,21.958069000000002,
臺東,臺東縣,59,懸浮微粒,普通,1.7,0.22,52,53.0,75,8,2.5,3.7,1.2,2.4,321.0,2018-10-30 00:00,,0.3,9,67,2,121.15045,22.755357999999998,
花蓮,花蓮縣,44,,良好,1.5,0.33,37,47.0,36,11,11.0,12.0,0.2,0.9,247.0,2018-10-30 00:00,,0.4,8,43,1,121.599769,23.971306,
陽明,臺北市,118,臭氧八小時,對敏感族群不健康,2.0,0.17,75,76.0,28,13,1.9,2.4,0.5,,,2018-10-30 00:00,,0.2,13,27,2,121.529583,25.182722000000002,
宜蘭,宜蘭縣,58,臭氧八小時,普通,2.3,0.17,61,57.0,34,12,1.4,1.6,0.2,1.8,288.0,2018-10-30 00:00,,0.3,13,39,2,121.746394,24.747917,
冬山,宜蘭縣,49,,良好,1.0,0.17,50,53.0,38,ND,5.0,6.3,1.2,1.3,277.0,2018-10-30 00:00,,0.2,5,44,1,121.792928,24.632203,
三重,新北市,56,二氧化氮,普通,3.3,0.98,-,,58,15,59.0,113.0,54.0,,,2018-10-30 00:00,,1.7,14,60,4,121.493806,25.072611,
中壢,桃園市,48,,良好,3.5,0.54,58,43.0,52,12,18.0,23.0,5.0,1.5,340.0,2018-10-30 00:00,,1.0,7,52,3,121.221667,24.953278,
竹山,南投縣,102,細懸浮微粒,對敏感族群不健康,1.2,0.31,30,48.0,53,32,14.0,14.0,0.1,1.2,151.0,2018-10-30 00:00,,0.4,36,68,2,120.677306,23.756389000000002,
永和,新北市,74,臭氧八小時,普通,2.3,0.27,70,62.0,32,9,10.0,11.0,1.1,2.2,112.0,2018-10-30 00:00,,0.4,10,37,2,121.516306,25.017,
復興,高雄市,107,懸浮微粒,對敏感族群不健康,5.5,0.75,26,38.0,134,36,32.0,34.0,1.7,0.8,240.0,2018-10-30 00:00,,1.1,31,141,6,120.312017,22.608711,
關山,臺東縣,48,,良好,2.5,-,49,52.0,34,15,1.9,4.0,2.1,1.8,94.0,2018-10-30 00:00,,,14,50,3,121.161933,23.045082999999998,
麥寮,雲林縣,92,懸浮微粒,普通,3.9,0.28,49,59.0,59,19,12.0,15.0,2.8,2.9,8.4,2018-10-30 00:00,,0.2,20,113,4,120.251825,23.753505999999998,
富貴角,新北市,136,臭氧八小時,對敏感族群不健康,0.8,0.16,79,81.0,56,14,1.7,1.7,0.0,7.6,90.0,2018-10-30 00:00,,0.2,18,56,1,121.536763,25.298562,
