SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
陽明,臺北市,45,,良好,1.2,0.42,52.1,49,5,2,3.3,3.7,0.3,,,2020-12-13 01:00,,0.4,6,7,1,121.529583,25.182722,64
陽明,臺北市,43,,良好,2.5,0.39,41.3,46,12,7,1.1,1.7,0.6,,,2020-12-13 10:00,,0.4,9,11,2,121.529583,25.182722,64
關山,臺東縣,39,,良好,0.5,-,49.1,42,5,2,2.1,2.8,0.8,0.9,335,2020-12-13 14:00,,-,3,5,1,121.161933,23.045083,80
恆春,屏東縣,42,,良好,0.5,0.23,44.3,45,5,5,1,2.2,1.2,7.7,21,2020-12-13 01:00,,0.2,6,7,1,120.788928,21.958069,61
臺東,臺東縣,30,,良好,1.3,0.44,31.9,32,5,2,3.6,3.9,0.3,1.2,330,2020-12-13 01:00,,0.4,4,7,1,121.15045,22.755358,62
花蓮,花蓮縣,38,,良好,1,0.5,44.9,41,,10,5.6,6.4,0.8,1.7,44,2020-12-13 01:00,,0.5,9,,1,121.599769,23.971306,63
陽明,臺北市,45,,良好,1.2,0.42,52.1,49,5,2,3.3,3.7,0.3,,,2020-12-13 01:00,,0.4,6,7,1,121.529583,25.182722,64
三重,新北市,93,細懸浮微粒,普通,2.5,0.71,-,-,43,26,15.8,25.8,10,-,-,2020-12-13 02:00,,1.1,33,43,2,121.493806,25.072611,67
花蓮,花蓮縣,38,,良好,0.5,0.48,43.7,41,,7,6.3,7.7,1.4,1.2,348,2020-12-13 03:00,,0.5,9,,1,121.599769,23.971306,63
陽明,臺北市,45,,良好,2,0.42,50.5,49,13,11,1.2,1.9,0.7,,,2020-12-13 03:00,,0.4,6,9,1,121.529583,25.182722,64
恆春,屏東縣,42,,良好,0.5,0.24,42.8,45,5,3,1,1.7,0.7,6.2,21,2020-12-13 03:00,,0.2,5,6,1,120.788928,21.958069,61
臺東,臺東縣,29,,良好,1.6,0.45,33.8,31,5,3,2.7,2.9,0.3,1.1,324,2020-12-13 03:00,,0.4,3,6,1,121.15045,22.755358,62
花蓮,花蓮縣,38,,良好,0.5,0.48,43.7,41,,7,6.3,7.7,1.4,1.2,348,2020-12-13 03:00,,0.5,9,,1,121.599769,23.971306,63
陽明,臺北市,45,,良好,2,0.42,50.5,49,13,11,1.2,1.9,0.7,,,2020-12-13 03:00,,0.4,6,9,1,121.529583,25.182722,64
恆春,屏東縣,41,,良好,0.5,0.27,41.3,44,5,2,1.1,2,0.9,6.7,29,2020-12-13 04:00,,0.2,4,6,1,120.788928,21.958069,61
臺東,臺東縣,29,,良好,1.5,0.46,33.8,31,5,3,2.4,2.4,0,1.2,332,2020-12-13 04:00,,0.4,3,6,1,121.15045,22.755358,62
花蓮,花蓮縣,38,,良好,0.5,0.48,39.8,41,,5,8.5,10,1.5,1.2,355,2020-12-13 04:00,,0.5,8,,1,121.599769,23.971306,63
陽明,臺北市,46,,良好,2.2,0.4,50.3,50,16,12,1,1.4,0.3,,,2020-12-13 04:00,,0.4,7,10,1,121.529583,25.182722,64
恆春,屏東縣,40,,良好,0.5,0.29,38.9,43,5,4,1.2,2.2,1,6,22,2020-12-13 05:00,,0.2,4,6,1,120.788928,21.958069,61
臺東,臺東縣,30,,良好,1.6,0.47,32,32,5,5,2.3,2.4,0.3,1.5,327,2020-12-13 05:00,,0.4,3,5,1,121.15045,22.755358,62
花蓮,花蓮縣,39,,良好,0.5,0.49,39.2,42,,15,11,11.9,1,0.7,349,2020-12-13 05:00,,0.5,9,,1,121.599769,23.971306,63
陽明,臺北市,46,,良好,2.3,0.41,49.2,50,15,13,1,1.6,0.6,,,2020-12-13 05:00,,0.4,9,12,1,121.529583,25.182722,64
恆春,屏東縣,40,,良好,0.5,0.29,40.4,43,5,3,1.3,2.2,0.9,6.8,21,2020-12-13 06:00,,0.3,4,6,1,120.788928,21.958069,61
臺東,臺東縣,31,,良好,1.6,0.49,34.9,33,5,5,2.7,2.7,0.3,1.7,319,2020-12-13 06:00,,0.5,4,5,1,121.15045,22.755358,62
花蓮,花蓮縣,38,,良好,1.1,0.55,26.5,41,,15,18.6,20.1,1.5,1.3,303,2020-12-13 06:00,,0.5,10,,1,121.599769,23.971306,63
陽明,臺北市,46,,良好,2.1,0.4,47.8,50,12,8,0.9,1.4,0.5,,,2020-12-13 06:00,,0.4,9,12,1,121.529583,25.182722,64
宜蘭,宜蘭縣,48,,良好,1.8,0.42,35.3,42,22,13,1.4,1.9,0.5,1,247,2020-12-13 07:00,,0.5,15,21,2,121.746394,24.747917,65
冬山,宜蘭縣,41,,良好,0.5,0.43,38.9,43,11,7,2.4,2.9,0.3,1.3,284,2020-12-13 07:00,,0.4,13,16,1,121.792928,24.632203,66
三重,新北市,78,細懸浮微粒,普通,2.8,1.24,-,-,42,26,36.4,110.9,74.5,-,-,2020-12-13 07:00,,0.8,26,39,2,121.493806,25.072611,67
宜蘭,宜蘭縣,48,,良好,1.8,0.42,35.3,42,22,13,1.4,1.9,0.5,1,247,2020-12-13 07:00,,0.5,15,21,2,121.746394,24.747917,65
冬山,宜蘭縣,41,,良好,0.5,0.43,38.9,43,11,7,2.4,2.9,0.3,1.3,284,2020-12-13 07:00,,0.4,13,16,1,121.792928,24.632203,66
三重,新北市,78,細懸浮微粒,普通,2.8,1.24,-,-,42,26,36.4,110.9,74.5,-,-,2020-12-13 07:00,,0.8,26,39,2,121.493806,25.072611,67
花蓮,花蓮縣,34,,良好,0.5,0.6,25.3,37,,10,14.8,16.7,1.9,0.7,250,2020-12-13 08:00,,0.5,10,,1,121.599769,23.971306,63
