SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
竹東,新竹縣,69.0,細懸浮微粒,普通,1.6,0.14,11,21.0,21.0,9,4.5,5.7,1.2,0.9,143.0,2018-11-09 00:00,,0.4,23.0,48.0,2.0,121.088903,24.740644,
宜蘭,宜蘭縣,26.0,,良好,2.1,0.19,11,18.0,26.0,9,5.6,6.0,0.5,0.7,322.0,2018-11-09 00:00,,0.2,8.0,27.0,2.0,121.746394,24.747917,
冬山,宜蘭縣,40.0,,良好,1.3,0.06,11,15.0,23.0,10,3.5,4.2,0.7,0.8,186.0,2018-11-09 00:00,,0.1,12.0,28.0,3.0,121.792928,24.632203,
基隆,基隆市,79.0,細懸浮微粒,普通,5.5,0.21,30,33.0,34.0,26,14.0,14.0,0.6,0.8,298.0,2018-11-09 00:00,,0.4,27.0,35.0,3.0,121.760056,25.129167000000002,
汐止,新北市,125.0,細懸浮微粒,對敏感族群不健康,4.5,0.32,23,30.0,51.0,38,16.0,18.0,1.8,2.1,54.0,2018-11-09 00:00,,0.4,45.0,59.0,4.0,121.6423,25.067131,
萬里,新北市,88.0,細懸浮微粒,普通,1.7,0.21,22,28.0,35.0,24,4.6,6.6,2.1,1.2,191.0,2018-11-09 00:00,,0.3,31.0,46.0,3.0,121.689881,25.179667000000002,
新店,新北市,95.0,細懸浮微粒,普通,1.9,0.38,14,21.0,37.0,18,14.0,14.0,0.6,0.8,82.0,2018-11-09 00:00,,0.6,33.0,52.0,3.0,121.537778,24.977222,
土城,新北市,134.0,細懸浮微粒,對敏感族群不健康,1.1,0.55,3.4,12.0,49.0,39,22.0,31.0,9.6,0.8,188.0,2018-11-09 00:00,,0.9,48.0,67.0,3.0,121.45186100000001,24.982528,
板橋,新北市,132.0,細懸浮微粒,對敏感族群不健康,1.9,0.67,8.1,12.0,45.0,32,23.0,27.0,3.9,1.7,0.7,2018-11-09 00:00,,1.1,47.0,74.0,4.0,121.45866699999999,25.012972,
新莊,新北市,125.0,細懸浮微粒,對敏感族群不健康,3.9,1.09,2.4,7.0,71.0,46,40.0,67.0,26.0,2.1,24.0,2018-11-09 00:00,,1.1,45.0,78.0,6.0,121.4325,25.037972,
菜寮,新北市,101.0,細懸浮微粒,對敏感族群不健康,5.5,0.71,4.7,15.0,68.0,34,38.0,44.0,6.4,1.6,352.0,2018-11-09 00:00,,0.8,36.0,71.0,6.0,121.48102800000001,25.06895,
林口,新北市,120.0,細懸浮微粒,對敏感族群不健康,3.3,0.72,10,21.0,92.0,45,33.0,37.0,4.0,2.5,37.0,2018-11-09 00:00,,0.6,43.0,87.0,4.0,121.376869,25.077197,
