SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,25,,良好,1.1,0.11,13,14.0,8.0,5,3.0,4.2,1.3,2.4,110.0,2018-09-20 00:00,,0.2,8,11.0,1,121.760056,25.129167000000002,
汐止,新北市,16,,良好,1.3,0.24,4.2,9.0,17.0,5,12.0,20.0,8.0,1.2,46.0,2018-09-20 00:00,,0.3,5,14.0,1,121.6423,25.067131,
萬里,新北市,33,,良好,2.8,0.12,6.5,11.0,16.0,8,3.5,5.1,1.6,3.6,211.0,2018-09-20 00:00,,0.1,10,16.0,3,121.689881,25.179667000000002,
新店,新北市,32,,良好,2.2,0.16,11,12.0,21.0,10,7.2,9.1,1.9,1.2,93.0,2018-09-20 00:00,,0.2,10,20.0,2,121.537778,24.977222,
土城,新北市,38,,良好,1.5,0.19,12,13.0,19.0,7,8.6,9.7,1.1,1.1,96.0,2018-09-20 00:00,,0.3,12,17.0,2,121.45186100000001,24.982528,
板橋,新北市,26,,良好,1.9,0.29,7.7,8.0,19.0,6,12.0,15.0,2.3,1.3,81.0,2018-09-20 00:00,,0.4,8,23.0,2,121.45866699999999,25.012972,
新莊,新北市,21,,良好,1.9,0.29,4.8,10.0,15.0,5,12.0,14.0,2.5,3.2,72.0,2018-09-20 00:00,,0.3,6,15.0,2,121.4325,25.037972,
菜寮,新北市,29,,良好,1.4,0.19,8.7,9.0,20.0,7,9.1,12.0,2.7,3.2,80.0,2018-09-20 00:00,,0.3,9,20.0,1,121.48102800000001,25.06895,
林口,新北市,19,,良好,1.7,0.23,5.9,9.0,22.0,3,14.0,15.0,1.9,2.6,118.0,2018-09-20 00:00,,0.3,5,21.0,2,121.376869,25.077197,
基隆,基隆市,23,,良好,1.2,0.08,14,14.0,10.0,5,1.5,2.4,0.9,1.9,108.0,2018-09-20 01:00,,0.1,7,10.0,1,121.760056,25.129167000000002,
汐止,新北市,16,,良好,1.2,0.19,8,8.0,17.0,6,9.4,12.0,3.1,1.7,55.0,2018-09-20 01:00,,0.3,5,14.0,1,121.6423,25.067131,
萬里,新北市,31,,良好,3.0,0.11,7.9,9.0,16.0,6,2.5,3.8,1.4,3.1,205.0,2018-09-20 01:00,,0.2,10,16.0,3,121.689881,25.179667000000002,
新店,新北市,31,,良好,2.1,0.15,10,10.0,19.0,7,6.4,7.6,1.2,1.3,180.0,2018-09-20 01:00,,0.2,10,20.0,2,121.537778,24.977222,
土城,新北市,35,,良好,1.8,0.17,10,12.0,18.0,7,7.4,8.2,0.8,1.7,144.0,2018-09-20 01:00,,0.2,11,18.0,2,121.45186100000001,24.982528,
板橋,新北市,23,,良好,2.1,0.21,9.5,8.0,22.0,3,9.0,10.0,1.1,1.2,86.0,2018-09-20 01:00,,0.4,7,23.0,2,121.45866699999999,25.012972,
新莊,新北市,22,,良好,2.0,0.24,5.8,9.0,14.0,8,11.0,14.0,3.3,3.0,96.0,2018-09-20 01:00,,0.3,7,16.0,2,121.4325,25.037972,
菜寮,新北市,28,,良好,1.1,0.16,10,8.0,19.0,7,8.0,10.0,2.0,3.7,93.0,2018-09-20 01:00,,0.3,9,20.0,1,121.48102800000001,25.06895,
林口,新北市,19,,良好,1.7,0.19,8.4,8.0,22.0,3,10.0,12.0,1.9,3.1,99.0,2018-09-20 01:00,,0.3,5,21.0,2,121.376869,25.077197,
基隆,基隆市,21,,良好,1.5,0.05,15,13.0,7.0,4,1.4,1.8,0.5,2.3,112.0,2018-09-20 02:00,,0.1,7,9.0,1,121.760056,25.129167000000002,
汐止,新北市,14,,良好,1.4,0.15,10,8.0,14.0,3,8.0,10.0,2.2,1.2,256.0,2018-09-20 02:00,,0.3,4,15.0,1,121.6423,25.067131,
萬里,新北市,27,,良好,2.1,0.09,9.3,8.0,12.0,4,0.7,1.6,1.0,3.7,206.0,2018-09-20 02:00,,0.1,8,16.0,3,121.689881,25.179667000000002,
新店,新北市,31,,良好,2.1,0.18,9.3,10.0,14.0,11,5.5,6.6,1.1,0.7,95.0,2018-09-20 02:00,,0.2,10,19.0,2,121.537778,24.977222,
土城,新北市,33,,良好,2.1,0.18,10,11.0,18.0,8,7.7,9.1,1.4,1.4,212.0,2018-09-20 02:00,,0.2,10,18.0,2,121.45186100000001,24.982528,
板橋,新北市,21,,良好,2.1,0.21,8,7.0,24.0,5,10.0,11.0,1.2,1.1,309.0,2018-09-20 02:00,,0.4,7,23.0,2,121.45866699999999,25.012972,
